GENE_SYMBOL,ctrl,ctrl,ctrl,mod,mod,mod
ADAT1,7.841959551,7.761071421,7.942619139,7.640219001,7.381153436,7.413742633
GALK1,8.625528767,8.415611944,8.173188051,9.248447717,8.089450402,8.355001721
QRICH2,6.054150446,5.947649111,5.945911629,5.992622443,5.984051854,5.924218326
FBXL20,6.771385511,6.661136545,6.836023107,7.017197986,6.881760562,7.654385308
MPO,6.677981121,7.420928544,7.345759923,9.72938644,7.313368821,9.351757948
TOM1L2,10.52021104,10.56366682,10.40597184,9.811561603,9.401844029,9.542499869
ICT1,9.921244804,10.22018222,10.40266415,10.24041569,9.811919348,9.385275374
DHRS7B,8.329242083,8.197851982,8.392142532,8.602902906,8.41269377,8.909573785
RASL11A,6.406052865,6.322481611,6.616842647,6.366384406,6.429053733,6.702884867
SRR,6.12561242,6.543285738,6.212610734,6.107313924,6.20321485,6.119222454
ZNF18,9.262271024,8.930853431,9.372844822,9.683171311,9.016559553,9.118460921
GLP2R,5.898674442,5.856327349,5.863283267,5.83561703,5.896738564,5.858247127
NLE1,8.09908844,8.130073997,8.701605935,7.338188669,7.381153436,7.0797208
MPP3,6.12561242,6.098738651,6.147001052,6.355980007,6.080398479,5.959157076
FZD2,7.658083834,8.252242965,7.972015531,8.416595422,7.590870263,7.182472244
RPL27,13.72720262,14.25912928,14.74367192,12.66402483,13.21784294,13.29382868
WIPI1,10.69210669,10.30943979,10.03375628,10.81296514,10.14214625,10.54635912
NME2,12.57342589,12.97761507,13.02487833,13.00009799,12.22817599,11.99717116
ABI3,10.15837073,10.06436841,10.04721252,9.973540533,9.825323378,9.360729499
RDM1,7.031257957,7.463074616,7.053506868,7.482761748,6.790427435,7.606288762
GIP,5.920616216,6.025139231,6.020955803,5.948517069,6.064226621,5.924218326
SUPT6H,9.186834044,9.229047063,9.023225603,8.927208599,9.046077411,9.162447041
FAM222B,9.378640088,9.422423711,9.307029964,9.361478533,9.409146899,9.090817483
CLEC10A,8.483012397,8.999905358,9.451012329,8.678507031,7.853126746,8.154329821
C17orf49,11.4249232,11.55287319,11.47875842,11.52414254,10.70513308,10.42020911
RPS7,12.92266496,13.74220107,14.58047238,11.88113335,13.31430111,13.22916118
TBX21,9.81396779,10.22920935,10.5034048,10.66807136,10.04686576,9.227500735
DZIP1,5.865830106,5.926049911,5.863283267,5.963523321,6.047061249,6.734506207
KRTAP1-1,5.920616216,5.892165119,5.910578133,5.86384962,5.984051854,6.078142863
EIF4A3,10.99847306,11.19711266,11.23694654,11.74714969,11.00184595,10.75489166
GPR18,7.987438543,8.26576565,8.643621679,7.146193914,8.04498333,7.252563927
NCOR1,7.328963239,7.171176648,7.193961634,7.927197971,7.514319434,7.876740477
DRG2,9.38556505,9.752522793,9.189939213,9.119791499,8.734794232,8.25110695
OR1A1,5.865830106,5.947649111,5.887437872,5.877936662,5.924896962,5.978113552
BCAS3,7.099347653,6.880991381,6.890264095,7.257232782,7.18588763,7.431473601
TCEB3B,5.752348182,5.856327349,5.813432792,5.86384962,5.984051854,5.858247127
TPGS2,10.72741908,10.53368221,9.757179226,10.20470648,10.00959969,10.64155569
DSG2,6.306478114,5.903158455,5.863283267,5.920343993,6.015422684,5.924218326
SS18,7.071990762,7.24383348,7.521314279,7.257232782,7.163347622,6.829985242
TNFSF13B,12.20518472,11.69327629,11.9623897,12.65871691,13.39531063,11.68722163
NAPG,9.786970824,9.726214484,9.859194182,10.61956562,9.940677481,10.31480897
CXXC1,8.652391686,8.812367526,8.754947086,8.861448042,8.529238049,8.029590838
SERPINB7,5.85468998,5.86801962,5.921976559,6.006922777,5.999274913,5.924218326
THSD1,8.237725472,8.26248074,8.561334263,7.842318818,7.825980827,6.872714267
UBE2M,8.234971284,8.523116587,8.04368735,8.631673322,8.173380819,9.001510696
ZNF544,6.665305247,6.910552614,6.963399635,6.503246262,6.634831573,6.465029678
PPM1N,8.269410511,8.709534302,8.763978168,8.422398149,7.931526799,8.459405209
PVR,6.054150446,7.136134093,6.032525626,6.064226621,5.95378038,5.959157076
TYK2,8.210633007,8.04737705,8.202526096,8.425902175,8.098674981,8.261701992
RFC3,6.298409298,6.322481611,6.384407316,6.425461452,6.441888677,6.036675687
OR7G3,5.979812705,5.926049911,5.956238888,5.920343993,5.984051854,5.996630517
SERTAD3,7.661833968,7.227712056,7.663420761,8.042171294,7.556752253,8.1159762
HAUS8,8.837463448,8.866790946,9.777312833,8.691043008,8.368839983,8.655880728
TPM4,10.05935893,9.904125981,9.645191326,10.67291461,10.30277189,10.70562065
HSD11B1L,6.365859717,6.409572524,6.53916966,6.203354703,6.188115168,6.324643203
XAB2,6.527644323,6.543285738,6.512441133,6.749562798,6.770819412,6.734506207
PRPF31,7.099347653,7.391280291,7.493060442,7.582969793,7.313368821,7.0797208
SBK2,7.981448955,7.696763792,7.127949963,7.333519439,7.958217031,7.779873999
TSPAN16,9.372157651,7.951929845,8.533115493,9.655296851,9.272934618,10.09013036
ACP5,11.58225053,11.12439968,11.64279019,11.84825545,11.29430524,10.42230132
GPR32,6.341057838,6.255594865,6.25284083,6.459536762,6.113459092,6.499287593
HRC,8.620667515,8.075047323,7.371303575,7.201164595,8.329863528,8.535827959
RPL18,14.84301737,15.40872217,15.44006491,14.59023511,14.49420214,13.93932071
GRWD1,9.217138916,9.795769474,9.356142205,9.37392622,8.93296339,8.489684502
FOXA3,6.239591425,6.23368786,6.095366565,6.329699984,6.258532103,6.394707409
HIF3A,6.995411664,6.862371499,6.622585059,6.616212525,7.18588763,7.026665544
LILRA2,9.965276139,9.7290902,9.749236124,10.76181416,10.19791784,10.54071132
YIF1B,6.090475095,6.107612838,6.050299239,5.948517069,6.113459092,5.826203158
SLC7A9,5.85468998,5.880002909,5.910578133,5.963523321,5.984051854,5.924218326
SHD,8.860180181,8.115508104,7.43278633,7.578351011,8.509059499,8.304325175
GNA11,7.353921721,6.957342366,6.908375284,7.497560926,7.659246603,8.496308771
ETHE1,8.309128685,9.039120723,8.842823933,8.874711306,8.133571522,8.507972925
MKNK2,13.72327598,13.27999593,13.7631868,14.01258233,13.83918853,14.40011794
CIRBP,10.79066208,10.57025079,10.89037013,10.4569843,10.1140388,9.687099415
PRTN3,5.998694851,6.277519609,6.131121709,6.514516581,6.245525259,7.478734835
LSR,7.130040815,7.200253926,6.847379363,6.576208756,7.002405001,6.670757187
TM6SF2,6.847701495,6.490191656,6.311001937,6.344815553,6.645617048,6.670757187
ZNF101,9.35748128,9.253926781,9.56054162,8.914801497,9.190069773,8.833863638
KMT2B,8.7469101,8.765589157,8.776477634,8.722873333,8.636093685,8.937384286
IGFLR1,12.95620072,13.09857297,13.18703686,12.56115,12.0865938,12.32233963
MYO1F,14.64276438,14.15010216,14.35968422,15.11577461,14.74734915,15.28190579
GUCY1B2,5.877025172,5.903158455,5.956238888,5.948517069,5.896738564,6.163311527
ZEB2,8.787069946,8.938989295,9.008186443,9.499189549,9.128684798,9.309799481
MOGAT1,5.898674442,6.04231569,6.095366565,6.280306529,5.95378038,5.840552812
ILKAP,7.206546801,7.148708841,7.463495058,7.398651962,7.03410705,7.0797208
CRYGC,5.979812705,5.844109082,5.910578133,5.83561703,5.854262531,5.793579982
FKBP1B,9.239562694,8.779684135,8.033780795,8.738977633,8.11653326,9.233193343
METTL5,7.831583128,8.311141659,8.723653581,8.221017315,8.217393381,7.757818476
ZNF513,7.708950736,7.842022429,7.945054909,7.459355378,7.270241784,7.132099256
FAM134A,9.380728489,9.447837416,9.150401879,9.589636407,9.263914653,9.960890388
LMAN2L,7.7232025,8.212392087,7.947461525,7.833481882,7.678398825,7.640136351
SLC25A12,8.368166495,8.809154819,9.008186443,8.710592397,8.502743677,7.771993919
RPL37A,15.23607088,15.72030967,15.55131291,15.08214723,14.80481105,14.53258913
ZFYVE21,10.21240517,10.29943289,10.38152053,10.01137002,9.654496635,9.589347488
TMEM178A,5.998694851,5.968008097,5.999661492,5.86384962,5.896738564,5.858247127
EIF2AK2,10.84172101,10.07298717,9.940505502,12.78801198,13.28865425,11.57126608
EIF3F,11.07970333,11.43761201,11.25716176,9.865391918,10.11000875,9.793922558
ATP6V1B1,5.806526395,5.86801962,5.761646667,5.776536767,5.868231332,5.793579982
PLA2R1,5.877025172,5.784298227,5.733494189,5.86384962,5.896738564,5.826203158
VTI1B,11.58505541,11.55127258,11.0826371,11.48020127,11.49982489,11.80297528
RND3,5.788194584,5.86201049,5.759495876,5.830085609,5.849976092,5.802887076
AQP12A,5.877025172,5.880002909,5.910578133,5.920343993,5.896738564,5.826203158
TCF7L1,5.9419611,5.947649111,5.78814491,6.006922777,5.999274913,5.761114825
ATOH8,6.017523953,5.977851966,6.180803981,5.992622443,5.984051854,6.078142863
C2orf69,6.982072588,7.144257489,7.338583457,7.159921629,7.138856726,6.999798549
GIGYF2,8.969178822,8.945149036,8.938989295,9.155394672,9.3773701,9.338753856
ZNF2,6.090475095,6.23368786,6.244873187,6.177333808,6.145487923,6.119222454
ARHGAP25,13.69165497,13.45051747,13.77531802,13.68156809,13.64204645,13.62231947
RBM45,7.873782353,7.842022429,8.138407044,8.173188051,7.808582618,7.229416111
PRLH,6.290505753,6.269874443,6.27504669,6.492940193,6.232153355,6.324643203
ARID5A,11.72001914,10.80253193,10.78659927,10.86665025,10.87359955,10.69930162
HOXD11,5.830845335,5.947649111,5.863283267,5.934802557,5.984051854,5.891332024
ATP6V1E2,7.629247212,7.902844432,8.120226689,7.728109913,7.341356661,7.205807064
BMPR1A,6.264093752,6.337647119,6.212610734,6.164001516,6.20321485,6.324643203
ADAM17,8.347586504,8.141242199,8.163049326,9.033137776,8.677480504,9.245367611
EML4,11.72511271,11.69797997,12.25753327,10.88866443,11.69327629,10.95375214
ID2,11.0665116,12.0930145,11.72248401,12.34585923,11.3072557,11.52695502
TCFL5,7.690022818,7.831293575,7.997449599,7.174233615,6.949292955,7.350010831
SLA2,7.795728823,7.565526344,7.676334811,8.069863936,7.61658549,7.441420513
LBP,5.830845335,5.880002909,5.874989772,5.892581487,5.825803519,5.978113552
MYBL2,6.796818163,6.709260885,6.433901087,7.97152294,7.103774713,7.053475837
TSHZ2,6.438423311,6.530612328,6.597690561,5.920343993,6.311728585,6.163311527
NRSN2,5.898674442,6.007179145,6.095366565,5.948517069,5.854262531,5.858247127
VPS16,9.305519444,9.48945087,9.448869956,9.227500735,8.90887075,8.761078597
MACROD2,5.9419611,5.947649111,5.956238888,5.976870596,5.924896962,6.057186885
OVOL2,5.961408004,5.926049911,5.850981204,6.064226621,5.868231332,5.696199317
CST9L,5.865830106,5.947649111,5.887437872,5.806894594,5.753876715,5.959157076
NINL,6.600794116,6.738005175,7.202480546,6.759602698,7.051861311,6.119222454
KIAA0391,7.873782353,7.575663382,8.048802038,7.492556977,7.639288913,8.598241246
ROMO1,10.77518049,10.89571753,10.79874429,11.01516063,10.49581148,10.67155306
MRPL39,7.579795297,7.819681772,8.288566133,7.774763434,7.61658549,7.441420513
ATP5O,11.63636276,12.09408404,12.52273616,11.8769699,11.86071759,11.87101936
PIGP,8.001170825,7.75062076,8.190018572,7.372100015,7.61658549,7.319265536
AKAP6,5.920616216,5.892165119,5.850981204,5.83561703,5.868231332,5.826203158
HSF2BP,5.930956582,5.832980089,5.813432792,5.86384962,5.924896962,5.858247127
S100B,7.318800881,7.1530741,6.131121709,6.377681278,7.394199176,6.184577553
WDR4,6.143944061,6.186361595,6.22891458,6.535775029,6.258532103,6.099279859
ATP6V1E1,8.46739297,8.401254327,8.742167407,8.738977633,8.705066995,9.160179334
CLTCL1,6.746110983,6.938512469,6.7150989,6.768779612,6.645617048,7.29852072
DGCR6L,8.993502479,9.316396262,9.029427208,8.422398149,8.481046841,7.82696144
CRYBB1,5.898674442,5.937125414,5.910578133,6.091805284,5.924896962,5.761114825
ASCC2,9.650496576,9.429865466,8.707509456,8.51200949,9.758683627,9.871332114
DUSP18,8.412137258,8.127378946,7.962346492,8.794199954,8.269109907,9.28477285
PISD,9.935955315,9.301912545,9.958100033,9.633824261,9.424830602,10.34346729
SH3BP1,7.367764058,7.341953856,7.320581246,7.541610965,7.501501583,7.330244525
SOX10,5.961408004,5.977851966,5.956238888,5.948517069,5.95378038,5.924218326
APOBEC3G,9.380728489,9.682835336,9.653862283,10.26384846,9.888822577,8.707933382
CYP2D6,7.109293234,6.709260885,6.752203609,6.535775029,6.848238222,7.274893794
TTLL12,8.570416792,9.230519688,7.378814913,9.464404229,8.877181089,8.975166224
MOV10L1,6.551197156,6.337647119,6.164576255,5.992622443,6.467034636,6.535775029
MYLK,8.669975782,7.505556269,7.524216952,9.232744652,8.852576277,9.575021852
TIPARP,9.169708472,9.037019312,9.588084127,9.019306726,9.537028348,9.097405712
LRRC3B,5.85468998,5.880002909,5.999661492,5.892581487,5.95378038,5.840552812
ARHGEF3,9.212411232,9.40627028,9.511835909,9.331715099,9.787943335,8.793559137
ACIN1,8.378607545,8.511252788,8.28638277,8.827834852,8.972444401,9.247905444
P2RY12,7.253307097,6.603551947,6.709044208,7.194721536,7.240634478,8.232561332
MLF1,6.784700077,6.122716776,6.197749982,5.976870596,6.20321485,5.924218326
PIGZ,6.445771379,6.543285738,6.99891257,6.676490868,6.49284866,6.394707409
CEP97,6.143944061,6.202123531,6.333155083,6.355980007,6.20321485,8.5561474
RPL22L1,9.207674975,9.483134826,10.60633183,9.004286648,9.399670046,9.207817882
FBLN2,6.143944061,6.153327337,6.197749982,6.44737822,6.285335884,5.924218326
ATG7,8.818662011,8.672503585,8.124383452,9.743506047,9.135443584,9.322299958
FANCD2,6.282002587,6.402451508,6.525520575,6.203354703,6.351746677,6.266879939
SSUH2,6.143944061,6.153327337,6.180803981,6.148657852,6.080398479,6.119222454
CNTN4,6.017523953,6.122716776,5.733494189,6.006922777,6.130268705,5.996630517
PRKCD,11.53465131,11.08323568,11.20179967,12.14965345,11.51361023,11.81192424
COL7A1,6.374430678,6.337647119,6.347956392,6.694392505,6.829042937,6.799262923
CISH,9.942760567,10.20990499,9.619930392,9.847718434,9.710411617,9.02829086
SLC22A13,6.027795111,6.025139231,5.990549395,6.091805284,5.896738564,5.924218326
FETUB,6.135085967,6.218601001,6.012743909,6.006922777,6.376912714,6.24576971
DZIP3,6.913632976,7.459718367,7.641375607,7.077326778,7.068540143,6.465029678
EEFSEC,6.330980615,6.668043926,6.41911723,6.459536762,6.363408641,6.119222454
TOMM70A,6.926702452,6.654646043,6.880484196,6.768779612,6.389652591,6.163311527
POLR2B,9.396419737,9.458044728,9.786431813,8.861448042,8.667919942,8.680633239
ASB5,5.951450902,5.856327349,5.813432792,5.806894594,5.782913898,5.891332024
CCRN4L,5.85468998,5.926049911,5.838429243,5.920343993,5.969587637,5.891332024
SLIT2,5.806526395,5.832980089,5.910578133,5.806894594,5.812112834,5.891332024
NAP1L5,6.017523953,6.107612838,6.326852912,6.064226621,6.080398479,5.996630517
GALNT7,8.457389613,8.349167405,8.749139108,8.42848873,8.239042616,9.020739858
CSN2,5.888273219,5.880002909,5.863283267,5.906254625,5.896738564,5.891332024
MRFAP1,11.2350188,11.35937424,11.38032151,11.06301123,11.08911797,10.67534023
CAMK2D,7.935270218,8.084652682,7.524216952,7.943247308,8.067076972,7.252563927
PAPSS1,8.787069946,7.929566908,7.756294107,9.151311934,8.8168579,9.28477285
SPRY1,5.865830106,6.194376668,6.188115168,5.976870596,6.161239577,5.891332024
DCHS2,5.998694851,6.107612838,5.956238888,6.020670127,6.145487923,6.078142863
RPS3A,13.50588942,13.92803206,14.86252068,11.43174345,13.23824723,13.05110295
GK2,5.877025172,5.880002909,5.863283267,5.892581487,5.984051854,5.978113552
ALPK1,15.93295136,16.2126546,16.08667938,16.44408716,16.31498903,16.38596756
IBSP,5.920616216,5.856327349,5.838429243,5.86384962,5.896738564,5.826203158
GNPDA2,7.195551342,7.391280291,7.66618331,6.838726523,6.872731853,6.142165115
L3HYPDH,6.47572161,6.490191656,6.63497674,6.459536762,6.363408641,6.24576971
GNPDA1,6.651266788,6.957342366,7.048050703,7.303356611,6.829042937,6.999798549
PCDHB13,9.433023483,8.962538652,8.24830366,8.265698686,9.279651998,9.237972991
TMCO6,9.129741109,9.1593902,9.276681064,8.853886471,8.758806123,8.774549365
EXOC5,7.708950736,7.777396133,7.496534133,7.927197971,7.622904103,7.942275624
CDH10,5.9419611,5.926049911,5.813432792,5.976870596,5.95378038,5.840552812
LNPEP,9.491112923,9.298794091,9.646477681,9.083401405,9.501102117,9.175765131
ANKRD32,8.039416438,7.721641094,8.075925963,7.965499753,7.863969322,8.111280935
RAD1,6.949192887,7.080680343,7.345759923,6.556943686,6.750673293,6.394707409
CNIH1,10.28165767,10.36379605,10.92701757,9.58326948,9.758683627,9.760176954
ZNF454,5.817166127,5.880002909,5.78814491,5.79097668,5.825803519,5.840552812
CKMT2,5.898674442,5.832980089,5.898674442,5.849373485,6.064226621,5.891332024
0,6.298409298,6.691783184,6.659995679,6.377681278,6.080398479,6.078142863
VDAC1,10.27972248,10.60511634,10.64127312,11.06172171,10.34426973,9.716955359
C14orf166,10.44582111,11.02236731,11.54376478,10.91250711,10.89156836,10.44320626
FBXL7,5.9419611,5.957963986,5.863283267,5.892581487,5.868231332,5.924218326
ESM1,5.898674442,5.926049911,5.910578133,5.976870596,5.839941257,5.826203158
ATOX1,9.569485367,9.721925521,9.763078336,10.46748254,9.803926958,10.13027543
PDLIM7,10.17287659,9.27558409,9.419699866,10.34143223,10.0285642,10.44320626
EGFLAM,6.054150446,5.856327349,5.956238888,5.806894594,5.924896962,5.996630517
GFPT2,5.998694851,5.968008097,6.326852912,5.934802557,5.95378038,5.891332024
DNAAF2,6.719721075,6.732608191,7.198585211,6.801149222,6.708965409,6.359799489
VCAN,10.23084647,11.22893847,10.42665037,12.3367789,11.27711591,11.40199905
RAPGEF6,8.061417404,7.984593334,8.31598077,7.833481882,8.125837707,7.917035201
HMGCL,8.712976416,9.135055078,8.901377609,9.107543993,8.496308771,8.28177434
SCGB3A2,9.936683132,9.702572184,9.310572176,9.397838066,10.37166385,10.01950235
BRD8,9.932019587,9.884204301,9.897872438,9.565432587,9.774188141,9.854591234
ADRB2,10.54683865,10.97188478,11.5061315,10.40160257,10.35644802,10.21049478
KDM1B,6.459934824,6.354116856,6.696401055,6.938512469,6.580995857,6.799262923
FAM162B,5.752348182,5.81994156,5.733494189,5.806894594,5.825803519,5.793579982
MTO1,8.284414252,8.384083672,8.659993292,8.430353917,8.269109907,7.669720174
PNRC1,13.37446927,13.02623182,13.32712264,12.34335051,13.00770396,12.97605658
HSP90AB1,10.05352156,10.13619192,9.769149477,9.714396378,9.811919348,8.723653581
PLA2G7,7.815406074,7.480801619,8.180559148,8.234642892,7.905855344,6.999798549
GCLC,8.133109101,7.997118897,8.067983518,7.582969793,7.987657797,7.972975599
FGFR1OP,8.025277927,7.305182189,8.046262554,7.55258665,7.678398825,7.869690684
PDCD2,10.04778119,10.2546583,10.41226057,9.901154563,9.798806172,9.569756595
ACOT4,6.784700077,6.904853748,6.890264095,6.556943686,6.547456209,6.119222454
PDCD2,8.795888861,9.002571893,9.191339474,8.347118225,8.000816836,7.819179943
DNAH8,5.85468998,5.808807715,5.863283267,5.86384962,5.95378038,5.840552812
ZNF318,7.593455041,7.997118897,7.974049789,7.680590492,7.550565292,6.859765307
BYSL,7.563021787,7.92058671,7.691688587,8.146197628,7.61658549,7.170475776
NPFFR1,5.998694851,6.025139231,5.978244327,6.107313924,5.95378038,6.036675687
BTN2A3P,8.591108163,8.650772197,8.232054182,8.322748971,8.638836625,8.96739298
HIST1H2BK,11.77045004,11.32225048,10.7292778,13.31430111,12.10812559,12.77064428
ZSCAN26,7.065373657,7.256168102,7.785097346,6.865220508,6.790427435,6.766585499
GNL1,8.042265117,8.511252788,8.095739774,7.974598875,7.837812528,7.513868442
CCHCR1,7.994486705,8.027475489,7.818057038,8.01417585,8.20685731,8.4107087
BAK1,9.481002168,9.816529973,9.396933431,10.02212897,10.11977763,9.131844064
MAPK13,7.715731509,7.366690517,7.463495058,7.531331211,7.276649391,8.287227484
MTCH1,13.71234851,13.67963647,14.03252417,13.78378483,13.31277024,13.19030476
CCNC,8.052501985,8.144042651,8.346510501,8.291575206,7.863969322,7.685995091
FUCA2,7.922771182,8.401254327,8.593020174,9.01115332,8.203379395,8.00480224
CEP162,6.31388043,6.517916563,6.72085477,6.535775029,6.624382719,6.286867674
ALKBH1,6.752547706,6.830619139,6.954486973,7.213409632,6.708965409,6.465029678
PHIP,11.56585655,11.36499405,11.48466863,11.63472906,11.49100948,11.43501795
SLC35B3,6.665305247,6.794666312,7.092084928,7.201164595,6.881760562,6.845247901
ULBP2,5.779991393,5.856327349,5.761646667,5.892581487,5.896738564,5.924218326
MED23,7.01948731,7.382216273,7.795858671,7.194721536,7.407030862,7.274893794
IL20RA,5.806526395,6.107612838,5.874989772,5.892581487,5.812112834,5.826203158
PKIB,5.85468998,5.926049911,5.874989772,5.83561703,5.896738564,5.891332024
FIG4,7.694497083,7.831293575,7.770201265,8.560930478,8.067076972,7.862074865
MLIP,5.9419611,6.015804961,5.968205635,6.006922777,5.95378038,6.01656921
SLC22A1,6.784700077,6.322481611,6.391126697,7.213409632,6.49284866,7.669720174
UBE2H,8.52789858,8.017281598,7.795858671,8.564593145,8.636093685,9.328426463
RIPK3,8.591108163,8.46015448,8.293277785,9.029427208,8.695772597,8.197929189
CHRM2,5.806526395,5.808807715,5.910578133,5.948517069,5.95378038,5.996630517
GIMAP6,10.85367212,11.16840842,11.17122818,10.61779998,10.75003637,9.56605265
GPR65,9.834350251,9.795769474,10.70513308,8.953637281,9.690582939,9.115784932
DDC,5.806526395,5.880002909,5.813432792,5.948517069,5.896738564,5.858247127
STAG3,7.865490168,7.417315949,7.93294437,7.97152294,8.005676591,7.917035201
EPO,5.920616216,5.926049911,5.887437872,5.934802557,5.924896962,5.826203158
ACTL6B,7.226817997,7.408729928,7.008980615,6.912641133,7.103774713,7.496842248
ASNS,10.18980248,10.6137809,10.30532483,10.23546635,10.04054706,9.902714244
SUGCT,6.399305139,6.075455909,6.020955803,6.006922777,6.145487923,6.163311527
AOAH,9.770355925,9.833801556,9.612019344,10.4968017,9.948749945,10.2176626
PPP1R17,6.415137878,6.369752859,7.174490448,5.948517069,6.389652591,6.286867674
ARL4A,7.765832968,7.612905237,7.976465843,7.623740317,8.125837707,8.00480224
NDUFA4,11.19680364,11.62204625,12.07489908,10.80309726,11.24777792,11.2036447
MLXIPL,5.9419611,6.058919128,6.07795982,6.280306529,6.113459092,6.119222454
MALSU1,9.846666778,9.985495326,10.14020986,9.837640298,9.597976679,9.30516763
SOSTDC1,5.898674442,5.700704689,5.934162273,5.849373485,5.924896962,5.858247127
S100A11,13.80138438,13.32712264,13.19674075,14.44332521,13.35614489,13.93566975
SAMD9L,10.95100103,10.64487536,10.31872596,11.75993483,12.47468428,10.10521353
TP53TG1,8.656524408,9.18283589,9.115071487,8.361715039,8.563318807,8.703955416
H2AFV,12.55653599,12.64145232,13.00631293,13.40101805,12.80054678,12.62924846
EPHB6,8.25385079,8.366843548,7.890815706,7.724021563,7.653699733,7.194017937
TPK1,8.79947355,8.845192025,9.2172705,9.070379704,8.917233492,8.314214141
TPST1,7.909631597,7.075417865,7.496534133,9.510061902,7.103774713,10.57613944
VIPR2,6.009676349,5.98821365,5.887437872,5.934802557,6.096150073,5.924218326
TSPAN12,6.017523953,5.784298227,5.838429243,5.776536767,5.796401118,5.840552812
CBLL1,8.189820956,7.997118897,8.05563485,8.104272923,8.383429608,7.978861519
ZFAND1,7.681152953,7.598195986,8.348908256,7.109248453,7.782216547,7.451793838
ATP6V1C1,8.766091039,8.763508747,9.59310693,9.567862362,9.860289967,9.754681125
SPAG1,6.099279859,6.04231569,5.956238888,5.976870596,6.130268705,5.942095193
ZNF395,9.469663588,10.13813736,9.545636071,8.892310742,9.441650323,8.793559137
GSR,8.76191917,8.908407588,8.639994339,9.623221742,9.026505617,9.777831784
NIPAL2,6.054150446,6.369752859,6.07795982,6.470943279,6.080398479,5.840552812
DUSP26,6.017523953,6.067149736,6.087386751,6.148657852,6.113459092,6.465029678
ATP6V0D2,5.85468998,5.81994156,5.761646667,5.806894594,5.812112834,5.924218326
RRS1,8.452744203,8.996427041,8.864006967,8.687768029,8.41269377,7.669720174
CYP7A1,5.9419611,5.926049911,5.978244327,5.86384962,5.924896962,5.924218326
RNF170,7.484281896,7.408729928,7.606500283,7.645560547,7.556752253,7.451793838
BAG4,7.162427146,7.090089572,7.212534454,7.314094279,6.932197699,6.999798549
LPL,6.179894579,6.218601001,6.087386751,5.83561703,5.95378038,5.942095193
STMN2,6.017523953,5.903158455,5.838429243,6.006922777,5.984051854,5.924218326
SQLE,7.047754766,7.297721893,7.619910665,8.636870518,7.328245222,6.887690446
EFCAB1,5.877025172,5.808807715,5.910578133,5.776536767,5.782913898,5.793579982
ASAP1-IT1,9.123144002,8.422734521,8.526893161,9.858415092,9.905007615,10.5059384
POMT1,9.307443129,9.717640905,9.754332763,9.451889577,9.258419619,8.429899798
MFAP1,9.252812362,9.15418698,9.484881831,9.461220673,9.464077435,8.959188436
C9orf89,12.84257469,12.532593,12.61691029,13.75149123,12.18507076,12.89651878
RANBP6,6.143944061,6.383839782,6.696401055,6.119815308,6.20321485,6.036675687
TMEM245,9.050344229,9.333358207,9.574408336,8.602902906,8.898365966,8.739469569
CORO2A,7.954541066,8.259881035,8.335425382,9.164402324,7.837812528,7.845924493
CTSV,6.054150446,5.947649111,5.863283267,5.849373485,5.924896962,5.840552812
SURF2,8.877847162,9.025200835,8.928808046,8.705570628,8.496308771,8.574931299
0,5.830845335,5.968008097,5.838429243,5.892581487,5.839941257,5.858247127
ANP32A-IT1,13.89828307,13.89166078,13.85393294,14.4241398,14.15755914,14.45938821
PPP1R26,6.52014135,6.783409685,6.622585059,6.81982307,6.516026171,6.430798746
GOLM1,6.47572161,6.627596198,6.890264095,6.732026666,6.591847998,5.907765895
IFNA8,5.806526395,5.758071446,5.887437872,5.83561703,5.812112834,5.761114825
MOB3B,6.151878803,6.383839782,6.391126697,6.255028288,6.389652591,6.078142863
NPDC1,9.810336345,11.10963712,9.038850378,9.689986717,9.16843391,9.391886419
GBGT1,7.495278171,7.590175215,7.114894813,7.680590492,7.381153436,7.431473601
SIGMAR1,9.64786052,10.11120553,9.719407132,9.422279531,8.98748122,8.526658462
ANXA2,11.95419708,12.59415712,12.36079673,13.10330174,11.95419708,11.50985663
BAG1,14.23384192,14.15277301,13.64957047,12.64395907,14.3268441,14.25912928
SLC28A1,6.322842102,6.218601001,6.22891458,6.135203261,6.245525259,6.465029678
ALG2,7.7232025,8.017281598,8.435095685,8.007175391,7.568059144,7.182472244
IGDCC4,5.85468998,5.844109082,5.934162273,5.948517069,5.796401118,5.978113552
RNF139,9.472445674,9.408328193,9.994364529,8.810523389,9.16843391,9.210711309
NEB,5.910166928,5.808807715,5.910578133,6.229628833,5.782913898,5.924218326
SEPHS2,10.66143391,10.442731,10.82459,10.79820271,10.30027,10.79535495
FBXO38,8.269410511,7.904892536,8.437754982,8.678507031,8.529238049,9.01042616
SLC25A10,5.961408004,6.153327337,6.114113827,6.241880748,5.939881055,5.858247127
APBA2,7.047754766,6.749371247,7.136031528,6.064226621,6.624382719,5.959157076
MPPED1,6.009676349,6.049739337,6.059846261,6.064226621,6.232153355,6.286867674
UTS2R,14.26998818,14.49756136,14.24790924,14.50050292,14.62254406,14.50050292
STX8,8.5794856,9.025200835,8.980896394,9.013532006,8.441933312,8.507972925
GAS6,5.990354894,6.177903261,6.059846261,6.676490868,6.218490296,6.01656921
CST6,5.898674442,5.926049911,5.838429243,6.006922777,6.096150073,5.858247127
